0,1,2,3,4,5,6
1.0000000000000002,0.0714285714285714,0.0514344499873639,0.0330861111323643,0.1610152971798826,0.0915621927664389,0.0200885850922576
0.0714285714285714,1.0000000000000002,0.0771516749810459,0.0165430555661821,0.0690065559342354,0.0915621927664389,0.0200885850922576
0.0514344499873639,0.0771516749810459,1.0,0.0357370844945931,0.0745355992499929,0.0593390829096926,0.0216981518301373
0.0330861111323643,0.0165430555661821,0.0357370844945931,0.9999999999999996,0.0319642200990256,0.0636181745932606,0.0418731490078269
0.1610152971798826,0.0690065559342354,0.0745355992499929,0.0319642200990256,1.0000000000000004,0.0884574820723792,0.0582222509739582
0.0915621927664389,0.0915621927664389,0.0593390829096926,0.0636181745932606,0.0884574820723792,0.9999999999999996,0.0154505811652274
0.0200885850922576,0.0200885850922576,0.0216981518301373,0.0418731490078269,0.0582222509739582,0.0154505811652274,1.0
0.1382956364463799,0.1185391169540399,0.1280368799328959,0.0411809831692738,0.1526928891503648,0.1215614565413836,0.0500069458915386
0.0476190476190476,0.0476190476190476,0.0514344499873639,0.0165430555661821,0.0230021853114118,0.0366248771065755,0.0401771701845153
0.0587896351252215,0.0587896351252215,0.0423333756667301,0.1906217993160545,0.0757282445662753,0.1205771370496928,0.0330680164571622
0.1028688999747279,0.0771516749810459,0.0833333333333333,0.0536056267418897,0.0993807989999906,0.1780172487290779,0.0216981518301373
0.0722944039067819,0.0481962692711879,0.3644054444067475,0.0502307543200643,0.0465620197179718,0.0370688312201063,0.0203320919840561
0.0771516749810459,0.5657789498610039,0.0833333333333333,0.0178685422472965,0.0993807989999906,0.0791187772129235,0.0216981518301373
0.039193090083481,0.0587896351252215,0.0423333756667301,0.0136158428082896,0.0567961834247064,0.0452164263936348,0.0992040493714867
0.0941241610670023,0.0941241610670023,0.0508328567775348,0.0490486886395285,0.0909325785960631,0.1266877543200643,0.0198536227977343
0.0445435403187374,0.0668153104781061,0.0481125224324688,0.0309492230295086,0.0430331482911935,0.1027783064741297,0.0187911507000707
0.0641940738766369,0.0855920985021825,0.0462250163521024,0.0594701033450052,0.1033622788243403,0.0987462028014949,0.0361079072337059
0.130031582934249,0.260063165868498,0.1404501619333973,0.0129067182110394,0.1076763804116331,0.0857230334089264,0.0156729031107337
0.1004429254612884,0.0401771701845153,0.0433963036602746,0.0279154326718846,0.0776296679652776,0.0463517434956822,0.0338983050847457
0.0765559002350952,0.1148338503526429,0.0413449115297361,0.0265958387416738,0.0554700196225229,0.0441606443968245,0.0161479470199645
0.0511198632443247,0.0681598176590996,0.0368105086916155,0.0473580093384439,0.0493864798324794,0.2621162192639682,0.0431308803529041
0.0771516749810459,0.0514344499873639,0.0555555555555555,0.0357370844945931,0.0993807989999906,0.0791187772129235,0.0433963036602746
0.0583211843519804,0.0874817765279706,0.0314970394174356,0.0,0.0281718084909505,0.0448561304016256,0.0
0.0782460796435951,0.0782460796435951,0.1126872339638022,0.0,0.0503952630678969,0.0601808140713779,0.0
